fecha_estreno,url,titulo,nota_media,cantidad_votos,Título original,Año,Duración,País,Dirección,Guion,Reparto,Música,Fotografía,Compañías,Género,Sinopsis,Críticas,Tu crítica,Votaciones de almas gemelas,Votaciones de tus amigos,,Premios,Posición en rankings FA,Posición rankings listas,Grupos
fecha,https://www.filmaffinity.com/es/film457500.html,El agente secreto,"6,8",4.533,O Agente Secretoaka,2025,158 min.,Brasil,Kleber Mendonça Filho,Kleber Mendonça Filho,"Wagner Moura
Alice Carvalho
Gabriel Leone
Udo Kier
Isabél Zuaa
Maria Fernanda Cândido","Mateus Alves, Tomaz Alves de Souza",Evgenia Alexandrova,"Coproducción Brasil-Francia-Alemania-Países Bajos (Holanda); CinemaScópio Produções, Itapoan, MK2 Films, Lemming Film, ONE TWO Films, arte France Cinéma",Thriller. Drama. Intriga | Años 70. Dictadura militar de Brasil. Política. Paternidad,"En 1977, durante la dictadura militar brasileña, Marcelo, un profesor que huye de un pasado turbulento, regresa huyendo a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Pero pronto se da cuenta de que la ciudad está lejos de ser el refugio que busca, que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre él. (FILMAFFINITY)","""Magnífica (...) Resulta vibrante (por su ritmo, por sus personajes) (...) un thriller político muy coral en el que emerge de forma emocionante una reflexión sobre la desmemoria del presente, y eso incluye también la destrucción del propio cine"" 
Elsa Fernández-Santos: Diario El País
""Kleber Mendonça Filho acierta con un retrato conmovedor, vibrante, salvaje, anárquico y profundamente ético de un tiempo esencialmente oscuro (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Un thriller lleno de colorido, intención y cinefilia. Es una película (...) muy entretenida por la intriga, misterio y peligro del protagonista y por el surtido variopinto de personajes (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""No hay nada en la concienciada película que me turbe o me distraiga. Incluso necesito que alguno de sus entusiasmados espectadores me cuente su argumento (...) película tan larga como poco estimulante."" 
Carlos Boyero: Diario El País
""Arrebatador cóctel de intriga, política y cinefilia (...) derrocha paranoia sin recurrir a alardes, sino que el horror va emergiendo de una plétora de personajes que Mendonça Filho contempla de forma metódica (...) Puntuación: ★★★★ (sobre 5)"" 
Nando Salvá: Diario El Periódico
""Cine de espías para contar la memoria histórica con un magnífico Wagner Moura (...) Mendonça Filho nos ofrece imágenes icónicas (...) El tono de género y de humor permiten al director contar una historia dramática y terrorífica de manera diferente"" 
Pepa Blanes: Cadena SER
""Recife es la ciudad natal de Kleber Mendonça Filho, a la que ha dedicado varias cartas de amor (...) 'El agente secreto' es (...) la más brillante y original (...) es un manantial inagotable de sorpresas y de placer cinematográfico. (...) Puntuación: ★★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
  mostrar 41 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Cannes: Mejor dirección, Actor y Premio FIPRESCI
2025: Premios Oscar: 4 nominaciones
2025: Premios Globos de Oro: 2 premios. 3 nominaciones
2025: Premios BAFTA (Reino Unido): 2 nominaciones
2025: Premios César (Francia): Nominada a Mejor film extranjero.
2025: Premios Independent Spirit Awards: Mejor película extranjera.
  mostrar todos","26 Mejores películas brasileñas de todos los tiempos
34 Las mejores películas de 2025",23 Mis películas favoritas del 2025 (76),
fecha,https://www.filmaffinity.com/es/film870836.html,La maldición de Shelby Oaks,"5,4",690,Shelby Oaks,2024,99 min.,Estados Unidos,Chris Stuckmann,"Chris Stuckmann. Historia: Sam Liz, Chris Stuckmann","Camille Sullivan
Sarah Durn
Brendan Sexton III
Michael Beach
Keith David
Derek Mears",Aaron J. Morton,Andrew Scott Baird,"Coproducción Estados Unidos-Bélgica; Paper Street Pictures, Intrepid Pictures, Title Media. Productor: Mike Flanagan",Terror. Intriga | Secuestros / Desapariciones. Familia. Cine independiente USA,"Cuando un documentalista descubre una nueva pista perturbadora, la búsqueda desesperada de una mujer por su hermana perdida hace mucho tiempo se convierte en obsesión al darse cuenta de que el demonio imaginario de su infancia puede haber sido real. (FILMAFFINITY)","""Un film de terror sin ambages, una sombría trama repleta de rincones oscuros en los que la tensión, los jumpscares y las más tétricas ideas fuera de plano se unen para hacernos pasar un estupendo mal rato (...) Puntuación: ★★★ (sobre 5)"" 
Ricardo Rosado: Fotogramas
""Crea situaciones de tensión espeluznantes (...) Es como si 'El proyecto de la bruja de Blair', 'Paranormal Activity' y 'El bosque' hubieran concebido un retoño diabólico (...) da como resultado un título muy interesante. (...) Puntuación: ★★★½ (sobre 5)"" 
Miguel Ángel Romero: Cinemanía
""Chris Stuckmann reboza el 'true crime' en terror analógico. (...) Oscura, meritoria y por momentos cruel, pero siempre consciente de su propia condición de artefacto reciclado -en la mejor interpretación posible-, de homenaje perenne y reverencial"" 
Matías G. Rebolledo: kinótico
""Stuckmann es sin duda el periodista reconvertido en productor de terror más inteligente de la actualidad"" 
Alison Foreman: IndieWire
""Es un batiburrillo aburrido y poco original que está mal dirigido y no da sustos"" 
C.J. Prince: The Film Stage
""Aunque los momentos finales de la película son algo flojos, las escenas de la espeluznante cabaña, así como la sólida primera hora de la película, confirman que Stuckmann es una persona a tener en cuenta (...) Puntuación: ★★★½ (sobre 5)"" 
Joe Lipsett: Bloody Disgusting
""Recrea fielmente -y de forma escalofriante- el estilo y el ambiente de los vídeos de crímenes reales y fenómenos paranormales de YouTube (...) Pero la configuración del misterio es más satisfactoria que su desenlace"" 
Katie Rife: IGN
  mostrar 18 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Sitges: Nominada a Mejor película (Sección Panorama).
  mostrar todos",,,
fecha,https://www.filmaffinity.com/es/film210175.html,Little Amélie,"7,3",839,Amélie et la Métaphysique des tubesaka,2025,77 min.,Francia,"Mailys Vallade, Liane-Cho Han Jin Kuang","Liane-Cho Han Jin Kuang, Eddine Noël, Aude Py, Mailys Vallade. Novela: Amélie Nothomb",Animación,Mari Fukuhara,Animación,"Maybe Movies, IKKI Films, 2 Minutes France Télévisions, Puffin Picture, 22D Music. Distribuidora: Haut et Court",Animación. Drama | Infancia,"Hasta los dos años y medio, Amélie se describía como un tubo digestivo inerte y vegetativo. Luego llega el acontecimiento fundador que la hace caer en el universo infantil. A lo largo de los siguientes seis meses se suceden el descubrimiento del lenguaje, de los padres y hermanos, el jardín del paraíso, las pasiones (Japón y el agua), los disgustos (la carpa), las estaciones, el tiempo... Todo lo que a partir de los tres años constituye la persona humana para siempre. Porque a esa edad todo está decidido, tanto la felicidad como la tragedia... Ese es el mensaje que nos envía este bebé de mirada traviesa, que observa el mundo con agudeza.","""No queda otra que rendirse a la imaginación, a la gracia, a la claridad y a la emoción en su estado más puro. (...) obra tan delicada como deslumbrante. (...) Sin duda, la película para niños que todo adulto merece. (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Bonita aproximación a la más temprana infancia (...) una curiosa amalgama de magia, inspiración (...) que encandila por el tono que los directores imprimen a su película, y por los singulares trazos, de extrema sencillez, de sus dibujos y diseños."" 
Javier Ocaña: Diario El País
""Un filme de animación muy delicado y preciso sobre la niñez, la estima y la diferencia cultural (...) de delicado trazo y suave paleta de colores (...) Puntuación: ★★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""Es un festival del color, que se beneficia de una técnica próxima a la de una acuarela de doble capa (...) Su diseño cromático y de personajes es de una belleza extraordinaria. (...) Puntuación: ★★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Maravilla animada (...) con un estilo entre barroco e impresionista (...) tan tierna como veraz (...) Puntuación: ★★★★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
""Es la única película contada desde el punto de vista de un bebé (...) nos ofrece uno de los espectáculos visuales más hermosos del cine reciente y también uno de los relatos más emocionantes de la animación actual. (...) Puntuación: ★★★★½ (sobre 5)"" 
Andrea G. Bermejo: Cinemanía
""Es una pequeña obra de arte (...) Celebración del arte optimista, e invitación a fingir que sentimos la lluvia por primera vez, 'Little Amélie' prueba que sí hay pelis buenas, como las de antes, pero hay que ir a verlas. (...) Puntuación: ★★★★ (sobre 5)"" 
Ricardo Rosado: Fotogramas
  mostrar 18 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Oscar: Nominada a Mejor largometraje animación.
2025: Premios Globos de Oro: Nominada a Mejor filme de animación.
2025: Premios BAFTA (Reino Unido): Nominada a Mejor película de animación.
2025: Premios César (Francia): Nominada a Mejor film de animación.
2025: Festival de San Sebastián: Premio del Público - Mejor film europeo.
  mostrar todos","7 Las mejores películas de 2025
102 Mejores películas francesas de todos los tiempos","95 Próximos estrenos: éstas no me las pierdo (62)
98 Mis películas favoritas del 2025 (13)",
fecha,https://www.filmaffinity.com/es/film134886.html,"Balandrau, viento salvaje","6,9",578,"Balandrau, vent salvatge",2026,116 min.,España,Fernando Trullols,Danielle Schleif. Novela: Jordi Cruz,"Álvaro Cervantes
Bruna Cusí
Marc Martínez
Eduardo Lloveras
Àgata Roca
Anna Moliner",Música original: Arnau Bataller,Miquel Prohens,"Lastor Media, Vilaüt Films, Goroka TV, Balandrau Films, 3Cat, Filmin",Aventuras. Drama | Basado en hechos reales. Alpinismo / Escalada. Supervivencia. Zonas frías/polares,"El 30 de diciembre del 2000, un grupo de amigos se disponen a realizar el ascenso al Balandrau, en los Pirineos catalanes. El sol acompaña a los montañeros hasta que, en cuestión de minutos, todo cambia de forma imprevisible. Un viento salvaje conocido como 'torb' desencadena la peor de las tormentas de la historia de los Pirineos.","""Un filme de difícil y complicado rodaje así como ritmo en ocasiones irregular que se crece en las escenas de la nieve (...) Puntuación: ★★★ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""En 'Balandrau' la tragedia se vive en primeros planos, en el rostro de sus protagonistas. (...) La dirección de Fernando Trullols descansa en un guion milimétrico y un excelente reparto coral. (...) Puntuación: ★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Unos veinte minutos finales excelentes. Es hábil, es precisa, sabe construir espectáculo fílmico partiendo del drama humano. Es difícil conseguirlo, tiene mérito y sabe a buen cine de género. (...) Puntuación: ★★★ (sobre 5)"" 
Toni Vall: Cinemanía
""Se ve el firme pulso [de Trullols] para las escenas de acción y los rodajes espectaculares (...) Se aleja del posible sensacionalismo y de la fácil sensiblería para erigirse en la sobria crónica de un gran desastre de la naturaleza (...) Puntuación: ★★★★ (sobre 5)"" 
Pere Vall: Fotogramas","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,131 Mejores películas españolas,,
fecha,https://www.filmaffinity.com/es/film409255.html,Las líneas discontinuas,"6,3",135,As liñas descontinuas,2025,90 min.,España,Anxos Fazáns,"Anxos Fazáns, Ian de la Rosa","Mara Sánchez
Adam Prieto
Alberto Rolán
Ana Fórneas
Lidia Veiga
Mónica García",Xavier Bértolo,Sandra Roca,"Sétima, Sideral Cinema",Drama | Transexualidad / transgénero,"Bea es una mujer de 50 años que se está separando de su marido. El día en el que tiene que abandonar el hogar en el que ha vivido los últimos veinte años llega a su casa y se encuentra todo patas arriba y a uno de los ladrones dormido en su cama. Denís es un chico trans de 28 años que, a pesar de haber estudiado una carrera, lucha con la precariedad laboral y la falta de oportunidades. Después de pasar tres días juntos, cada uno deberá continuar su camino.","""La hermosa fantasía de juntar dos líneas paralelas (...) Una puesta en escena sencilla, muy cálida en los interiores (...) con diálogos con la elaboración justa (...) que quiere entrar con personalidad en las líneas de la trama. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Una encantadora y melancólica película sobre la química que se da entre dos personas opuestas. (...) Puntuación: ★★★★ (sobre 5)"" 
Philipp Engel: Cinemanía
""Este 'Harold y Maude' precioso aparta sin estridencias los juncos del drama de cartón-piedra para arroparnos en un ejercicio honesto y valiente. (...) Para desmentir que el mejor cine indie se hace en Estados Unidos (...) Puntuación: ★★★★ (sobre 5)"" 
Mariona Borrull: Fotogramas
""Un ejemplo excelente de una obra conmovedora, con un corazón auténtico y original, que nunca pierde su frescura y sinceridad"" 
Veronica Orciari: Cineuropa
""La gallega Anxos Fazáns se consagra con una hermosa y poco convencional historia de amor. (...) Puntuación: ★★★★ (sobre 5)"" 
Diego Batlle: OtrosCines.com","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Gijón: Nominada a Mejor película (sección Albar).
  mostrar todos",,,
fecha,https://www.filmaffinity.com/es/film608251.html,Cumbres borrascosas,"5,8",3.800,Wuthering Heightsaka,2026,136 min.,Reino Unido,Emerald Fennell,Emerald Fennell. Novela: Emily Brontë,"Margot Robbie
Jacob Elordi
Hong Chau
Shazad Latif
Alison Oliver
Martin Clunes",Charli XCX,Linus Sandgren,"Coproducción Reino Unido-Estados Unidos; Lie Still, MRC Film, LuckyChap Entertainment. Distribuidora: Warner Bros.",Romance. Drama | Drama romántico. Drama de época,"La intensa y romántica relación entre Heathcliff y Catherine Earnshaw en los páramos del condado inglés de Yorkshire. Tras ser criados juntos, su romance se ve pronto frustrado por las barreras sociales, y su pasión prohibida se transforma de romántica a intoxicante en una épica historia de lujuria, amor y locura. (FILMAFFINITY)","""Una adaptación de Instagram, tan vistosa por fuera como falsa por dentro. (...) resulta tan entusiasta como autoindulgente, atolondrada y con una ausencia de química entre sus estrellas alarmante (...) Puntuación: ★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Es una película con un diseño de producción atractivo, realmente vistosa, pero más preocupada por el plano esteticista, casi la postal, que por el movimiento, la sucesión y el diálogo interno de las imágenes. (...) Puntuación: ★★★ (sobre 5)"" 
Desirée de Fez: Diario El Periódico
""Aunque ese amor pretenda ser tan abrasivo, no me siento contagiado ni quemado por lo que veo y escucho. Me resbala ligeramente. (...) no me creo lo que pretenden venderme. Es artificio al servicio de la nada"" 
Carlos Boyero: Diario El País
""Película muy irregular, salpimentada con algunas provocaciones de todo a cien marca de la casa, que sin embargo logra mantener el interés, gracias a su cuidado manierismo y a su pirotecnia visual (...) Puntuación: ★★★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
""Le falta sustancia Brontë. (...) lo que resulta cansino es la pretensión de estilo (...) con una inquietante maquinaria sentimental como de telenovela (...) Robbie no se acaba de encontrar por estas cumbres tan serias, pretenciosas y algo llanas (...) Puntuación: ★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Es (...) una visión totalmente autoral, sensual más que sexual (...) Es un disfrute carnal y visual, una delicia que encandilará a los amantes del melodrama y, sobre todo, del cine provocador y polarizador de Fennell (...) Puntuación: ★★★★ (sobre 5)"" 
Janire Zurbano: Cinemanía
""La decisión de Fennell es reducir ‘Cumbres borrascosas’ a una historia de amor imposible. En ese aspecto, resulta arrebatadora. Pero prescinde de reflexiones profundas (...) de gran parte de la densidad turbia que atraviesa la novela (...) Puntuación: ★★★ (sobre 5)"" 
Laura Pérez: Fotogramas
  mostrar 38 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,Adaptaciones de Emily Brontë
fecha,https://www.filmaffinity.com/es/film967461.html,Como cabras,"6,1",696,GOAT,2026,100 min.,Estados Unidos,"Tyree Dillihay, Adam Rosette","Aaron Buchsbaum, Teddy Riley. Libro: Chris Tougas. Historia: Pete Chiarelli, Nicolas Curcio","Caleb McLaughlin
Voz
Gabrielle Union
Voz
Stephen Curry
Voz
Nicola Coughlan
Voz
Nick Kroll
Voz
David Harbour
Voz",Kris Bowers,"Animación, John Clark","Modern Magic, Sony Pictures Animation, Unanimous Media. Productor: Stephen Curry. Distribuidora: Sony Pictures",Animación. Comedia. Infantil | Deporte. Baloncesto. Animales,"Will es una pequeña cabra con grandes sueños que recibe una oportunidad única en la vida para unirse a los profesionales y jugar al rugebol, un deporte de alta intensidad, mixto y de contacto total dominado por los animales más rápidos y feroces del mundo. A los nuevos compañeros de equipo de Will no les entusiasma tener a una cabrita en su plantilla, pero Will está decidido a revolucionar el deporte y demostrar de una vez por todas que '¡los pequeños saben jugar!'.","""El dibujo es enérgico y los partidos no dan tregua. (...) Entretenida, aunque previsible, los más pequeños se divertirán como cabras –locas– sin que los mayores se aburran ni un momento. (...) Puntuación: ★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Te va a gustar (...) porque es una historia universal que no depende de reconocer referencias culturales ni deportivas (...) Todo es una apuesta segura, una película optimista para toda la familia con la que salir del cine con una sonrisa (...) Puntuación: ★★★ (sobre 5)"" 
Fran Chico: Fotogramas
""Una graciosa y alegre fábula deportiva animada (...) ofrece diversión a raudales (...) El hipercinético estilo de animación guarda similitud con los éxitos del Spider-Verse de Sony"" 
Frank Scheck: The Hollywood Reporter
""Una vibrante sorpresa. Es un largometraje de animación muy original y emocionante, una fábula deportiva con un toque de hip-hop y una cosmología poco convencional."" 
Owen Gleiberman: Variety
""Hay algunos chistes decentes, pero se pierden en todo el ruido (...) Lo único que perdura al salir del cine es un dolor de cabeza. (...) Puntuación: ★★ (sobre 5)"" 
Cath Clarke: The Guardian
""No es tan rompedora como otras películas producidas por Sony como 'KPop Demon Hunters', pero es una película infantil dulce y suficientemente divertida"" 
Jesse Hassenger: AV Club
""Una historia con pocas sorpresas y con conceptos emocionales en su mayoría rudimentarios, pero animada por unas imágenes de textura colorista y un estilo de animación dinámico"" 
Brandon Yu: The New York Times
  mostrar 11 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film960118.html,Ruta de escape,"6,5",1.132,Crime 101,2026,140 min.,Reino Unido,Bart Layton,Bart Layton. Novela: Don Winslow,"Chris Hemsworth
Mark Ruffalo
Halle Berry
Barry Keoghan
Monica Barbaro
Nick Nolte",Blanck Mass,Erik Wilson,"Coproducción Reino Unido-Estados Unidos; Working Title, Story Factory, Raw Entertainment, Amazon MGM Studios. Distribuidora: Amazon MGM Studios",Thriller. Drama | Robos & Atracos. Policíaco,"Davis (Chris Hemsworth) es un escurridizo ladrón cuyos atracos de alto riesgo tienen desconcertada a la policía. Está planeando su mayor golpe con la esperanza de que sea el último, cuando se cruzan en su camino Sharon (Halle Berry), una desilusionada ejecutiva de seguros, y Orman (Barry Keoghan), un ladrón rival, de maneras mucho más agresivas e impulsivas que las de Davis. A medida que se acerca el multimillonario golpe, un teniente de policía, Lubesnik, (Mark Ruffalo) se acerca a la operación, aumentando considerablemente el riesgo de lo que está en juego y difuminando la línea entre cazador y presa. Pronto, cada uno tendrá que aceptar el coste de sus decisiones asumiendo que no hay vuelta atrás. Adaptación de las novelas de Don Winslow 'Rotos'. (FILMAFFINITY)","""Un ‘thriller’ para disfrutar con joyas, autopistas y un elenco sugestivo (...) Logra un equilibrio que remite a películas de acción de la vieja escuela y Layton logra darle una vuelta al entretenido género de ladrones de joyas."" 
Elsa Fernández-Santos: Diario El País
""El ritmo se mantiene siempre alto y la intriga, las diversas tramas, se suceden con ímpetu para que no resulte fácil desconectarse de ellas ni un segundo (...) un thriller algo por encima de lo que viene siendo habitual (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Siendo una película de acción, ‘Ruta de escape’ construye mejor a los personajes que el relato. Es eficiente en cada uno de ellos, pero algo insuficiente en el conjunto. (...) Puntuación: ★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""Thriller moral sobre personajes que no lo son tanto, en el límite de su resistencia. (...) entretenida y vibrante (...) marcada por la épica criminal y un ritmo endiablado (...) Puntuación: ★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Puede que (...) se dé más ínfulas de las que le corresponden. Es decir, funcionaría mejor como una modesta serie B que como un remedo del Michael Mann de los ochenta, pero no se le puede negar un cierto encanto. (...) Puntuación: ★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Es una película entretenida y visualmente potente sin dejar de lado el argumento y la radiografía social de una ciudad de enormes desigualdades sociales."" 
Raquel Hernández Luján: Hobby Consolas
""Con buen ritmo y una construcción de historia que no apaga la llama inicial, una servidora a la que nunca le ha llamado gran cosa el cine de acción de pistolas (...) opina que es una propuesta que merece la pena. (...) Puntuación: ★★★½ (sobre 5)"" 
Paula Hernández Platero: Cinemanía
  mostrar 29 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film288774.html,No hay otra opción,"6,8",3.647,No Other Choiceaka,2025,139 min.,Corea del Sur,Park Chan-wook,"Park Chan-wook, Don McKellar, Lee Kyoung-mi, Jahye Lee. Novela: Donald E. Westlake","Lee Byung-hun
Son Ye-jin
Lee Sung-min
Yeom Hye-ran
Yoo Yeon-seok
Cha Seung-won",Jo Yeong-wook,,"Moho Films, CJ Entertainment",Thriller. Comedia. Drama | Crimen. Familia. Comedia negra. Trabajo/empleo,"La historia sigue a un hombre de mediana edad llamado Man-su que se embarca decidido en una búsqueda de trabajo tras ser despedido inesperadamente de la compañía de papel en la que trabajó durante 25 años. 'Si no hay una vacante para mí, tendré que crear una para que me contraten. No hay otra opción'. Adaptación de la novela 'The Ax' de Donald E. Westlake, que ya fue llevada al cine en la película 'Arcadia', dirigida por Costa-Gavras en 2005. (FILMAFFINITY)

Preestreno: Festival de Venecia 2025.
Estreno en España: enero 2026.","""Desmadrada, apabullante, excesiva (...) El director se embarca en otra espiral de violencia (...) quizás no arrolle tanto como sus filmes más celebrados, pero crece y termina atrapando."" 
Tommaso Koch: Diario El País
""Una comedia negra negrísima con aspiraciones a gamberra gamberrísima (...) carente de ritmo, de brillo, de gracia (...) Por momentos y muy al final, empiezan a cuadrar las cosas, pero se antoja un intento algo fallido 
Luis Martínez: Diario El Mundo
""El drama del paro, como nunca se ha contado (...) una de las aportaciones más singulares del cine reciente a un drama que, normalmente, va únicamente asociado al cine a pie de calle y no al cine de gratificante irrealidad."" 
Javier Ocaña: Diario El País
""La crueldad y elegancia del cine de Park Chan-wook. (...) Magnífica de planificación, ambientación y de dibujo social, satírica en sus puntos sobre la voracidad familiar, laboral y competencial en la vida coreana y con un ritmo pausado (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""[Park] sigue siendo un estilista extraordinario aunque, por desgracia, la película no alcance a encontrar el tono adecuado, que bascula dubitativo entre lo siniestro y lo paródico y en esas oscilaciones acaba perdiendo pie. (...) Puntuación: ★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Es una oportunidad perdida, en cuanto que desatiende la verdadera sustancia del relato (...) se centra en avanzar a través de una peripecia argumental cada vez más enrevesada, y más confusa a nivel tonal (...) Puntuación: ★★ (sobre 5)"" 
Nando Salvá: Diario El Periódico
""Una vitriólica comedia negra que, quizás podría haber sido más desopilante, pero no deja de ser una extraordinaria y más que certera farsa sobre el trauma de perder el trabajo. (...) Puntuación: ★★★★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
  mostrar 33 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Globos de Oro: 3 nominaciones
2025: Festival de Venecia: Nominada a León de Oro - Mejor película.
2025: Blue Dragon Film Awards (Corea del Sur): 6 premios. 12 nominaciones
2025: Festival de Toronto (TIFF): Premio del Público (Mejor film internacional).
2025: Festival de Sitges: Mejor dirección. 2 nominaciones
  mostrar todos","35 Las mejores películas de 2025
58 Mejores películas coreanas de todos los tiempos",18 Mis películas favoritas del 2025 (87),
fecha,https://www.filmaffinity.com/es/film571051.html,La fiera,"6,0",388,La fiera,2026,113 min.,España,Salvador Calvo,Alejandro Hernández,"Carlos Cuevas
Miguel Bernardeau
Miguel Ángel Silvestre
Candela González
José Manuel Poga
Stéphanie Magnin",Roque Baños,Ángel Iguácel,"Mod Producciones, Atresmedia Cine",Drama | Basado en hechos reales. Deporte. Amistad,"La historia de Carlos Suárez, Darío Barrio y Álvaro Bultó, tres amigos a los que les unía su pasión por los deportes extremos, que descubren la experiencia más cercana a volar: el salto BASE con traje de alas.","""El resultado es interesante (...) sobresaliente labor de producción (...) Calvo muestra una vez más una gran capacidad para manejar producciones de complicada gestión, y para dirigir secuencias de acción"" 
Javier Ocaña: Diario El País
""Hipnotiza la facilidad con la que Calvo suspende al espectador en medio de ninguna parte (...) La propuesta se resiente cuando se entrega a razonar lo vivido y ofrece muchas más explicaciones de las pedidas. (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Tanto Salvador Calvo como sus protagonistas hacen un buen trabajo para explicar todo esto y para, en cierto modo, honrar a unos tipos muy singulares y su felicidad y euforia (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Más allá de la espectacularidad, evidente, incluso más allá del peligro, el filme rinde un sentido homenaje a la camaradería entre aquellos que se juegan la vida. Porque sí; porque para ellos es su forma de vivir. (...) Puntuación: ★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Qué emocionante este relato de aventuras y de vivir cada instante como si fuese el último. (...) Puntuación: ★★★★ (sobre 5)"" 
Paula Hernández Platero: Cinemanía
""Rodada de una forma inmersiva y aprovechando al máximo las posibilidades estéticas que brinda la naturaleza, La fiera enfrenta al espectador a situaciones extremas y ofrece una experiencia de visionado espectacular."" 
Raquel Hernández Luján: Hobby Consolas
""Las escenas de acción y aventura, muy del cine de Calvo, están bien resueltas (...) La transición entre las secuencias de los saltos están menos logradas. (...) Puntuación: ★★★ (sobre 5)"" 
Juan Pando: Fotogramas
""Se aproxima más a la estructura de un documental recreado que a la de un drama centrado en sus personaje. (...) Puntuación: 6 (sobre 10)"" 
Santiago Echeverría: EscribiendoCine","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
