modelo,marca,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,peso,gama_marca,segmento_comercial,pais_origen,precio_min,precio_max,categoria_material,gama_material,peso_relativo,aspect_ratio,area_aprox,densidad,ancho_total,montura_completa,es_unisex,color_basico,material_eco,precio_medio_marca,precio,log_precio
0OX8188D 818802 56,Oakley,Hombre,Pasta,Rectangulares,Montura completa,gris,M,55.0,16.0,143.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38461538461538464,880.0,0.2215909090909091,126.0,1,0,0,0,170.0,116.9,4.769836807543325
NKMM004 C71 46,Not for Kids,Niños,Metal/Pasta,Redondas,Montura completa,rosa,S,46.0,18.0,130.0,75.0,licencia_infantil,infantil_licencia,España,40.0,120.0,mezcla,media,medio,0.35384615384615387,828.0,0.09057971014492754,110.0,1,0,0,0,80.0,89.99,4.5107496103686
OX8150 815009 53,Oakley,Mujer,Pasta,Redondas,Montura completa,transparente,S,53.0,17.0,141.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.375886524822695,901.0,0.21642619311875694,123.0,1,0,0,0,170.0,116.9,4.769836807543325
OX8187 818702 57,Oakley,Hombre,Pasta,Rectangulares,Montura completa,gris,L,57.0,18.0,130.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.43846153846153846,1026.0,0.18518518518518517,132.0,1,0,0,0,170.0,129.9,4.874433672915854
0OX8191 819104 57,Oakley,Unisex,Pasta,Cuadradas,Montura completa,azul,M,57.0,15.0,141.0,200.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40425531914893614,855.0,0.23391812865497075,129.0,1,1,0,0,170.0,102.9,4.6434288981051814
0OX8150 815012 55,Oakley,Mujer,Pasta,Redondas,Montura completa,marron,M,55.0,17.0,141.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3900709219858156,935.0,0.20855614973262032,127.0,1,0,1,0,170.0,115.9,4.761318868478023
NKAM001 C36 47,Not for Kids,Niños,Metal/Pasta,Redondas,Montura completa,rosa,S,47.0,17.0,130.0,75.0,licencia_infantil,infantil_licencia,España,40.0,120.0,mezcla,media,medio,0.36153846153846153,799.0,0.09386733416770963,111.0,1,0,0,0,80.0,93.99,4.553771622902091
0OX8130 813903 52,Oakley,Unisex,Pasta,Redondas,Montura completa,transparente,S,52.0,18.0,141.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.36879432624113473,936.0,0.19230769230769232,122.0,1,1,0,0,170.0,99.99,4.6150215020384655
0OX5099 509903 53,Oakley,Hombre,Titanio,Rectangulares,Media montura,verde,L,53.0,18.0,135.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.3925925925925926,954.0,0.18867924528301888,124.0,0,0,0,0,170.0,209.9,5.351384087484729
0OX3218 321801 54,Oakley,Hombre,Metal,Rectangulares,Media montura,negro,S,54.0,18.0,136.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39705882352941174,972.0,0.2006172839506173,126.0,0,0,1,0,170.0,125.9,4.843399374720342
0OX8060 806002 59,Oakley,Hombre,Pasta,Rectangulares,Montura completa,gris,M,59.0,16.0,138.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.427536231884058,944.0,0.20127118644067796,134.0,1,0,0,0,170.0,89.99,4.5107496103686
0OX8153 815313 55,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,55.0,17.0,136.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40441176470588236,935.0,0.20320855614973263,127.0,1,0,1,0,170.0,126.9,4.851248708584797
0OX8204D 820402 54,Oakley,Unisex,Pasta,Cuadradas,Montura completa,gris,M,54.0,20.0,140.0,135.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.38571428571428573,1080.0,0.125,128.0,1,1,0,0,170.0,159.9,5.080783053998338
Youth RX 0OY8017 03 48,Oakley,Niños,Pasta,Redondas,Montura completa,transparente,S,48.0,17.0,128.0,100.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.375,816.0,0.12254901960784313,113.0,1,0,0,0,170.0,42.15,3.764682417529437
0OX8061 806101 56,Oakley,Hombre,Pasta,Rectangulares,Media montura,negro,M,56.0,19.0,140.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4,1064.0,0.17857142857142858,131.0,0,0,1,0,170.0,133.9,4.90453376321371
0OY8031 803101 50,Oakley,Niños,Pasta,Rectangulares,Montura completa,negro,XS,50.0,14.0,127.0,110.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3937007874015748,700.0,0.15714285714285714,114.0,1,0,1,0,170.0,47.84,3.888549649242504
0OX8196D 819601 55,Oakley,Unisex,Pasta,Cuadradas,Montura completa,negro,M,55.0,17.0,137.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40145985401459855,935.0,0.20320855614973263,127.0,1,1,1,0,170.0,116.9,4.769836807543325
OX5090 509003 57,Oakley,Hombre,Titanio,Rectangulares,Media montura,gris,M,57.0,16.0,121.0,200.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.47107438016528924,912.0,0.21929824561403508,130.0,0,0,0,0,170.0,249.9,5.525054453372377
0OX8199D 819604 56,Oakley,Unisex,Pasta,Rectangulares,Montura completa,negro,S,56.0,13.0,142.0,215.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.39436619718309857,728.0,0.29532967032967034,125.0,1,1,1,0,170.0,139.9,4.948050418904635
0OX8139 813908 50,Oakley,Hombre,Pasta,Redondas,Montura completa,transparente,S,50.0,21.0,140.0,165.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.35714285714285715,1050.0,0.15714285714285714,121.0,1,0,0,0,170.0,99.9,4.6141299273595635
0OX8078 807801 54,Oakley,Hombre,Metal,Rectangulares,Montura completa,negro,M,54.0,18.0,140.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.38571428571428573,972.0,0.19032921810699588,126.0,1,0,1,0,170.0,99.9,4.6141299273595635
0OX8204D 820404 56,Oakley,Unisex,Pasta,Cuadradas,Montura completa,azul,L,56.0,20.0,140.0,135.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4,1120.0,0.12053571428571429,132.0,1,1,0,0,170.0,159.9,5.080783053998338
0OX5080 508001 56,Oakley,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,16.0,136.0,210.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.4117647058823529,896.0,0.234375,128.0,0,0,1,0,170.0,179.9,5.19794439240125
0OX8052 805204 57,Oakley,Hombre,Pasta,Cuadradas,Montura completa,negro,M,57.0,14.0,139.0,200.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.41007194244604317,798.0,0.2506265664160401,128.0,1,0,1,0,170.0,124.9,4.835487941050301
0OX3218 32180854,Oakley,Hombre,Metal,Rectangulares,Media montura,gris,M,54.0,18.0,136.0,150.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39705882352941174,972.0,0.15432098765432098,126.0,0,0,0,0,170.0,119.9,4.794963757620747
OX8201 820102 58,Oakley,Unisex,Pasta,Rectangulares,Montura completa,gris,M,58.0,13.0,142.0,215.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4084507042253521,754.0,0.28514588859416445,129.0,1,1,0,0,170.0,139.9,4.948050418904635
0OX8153 815312 55,Oakley,Hombre,Pasta,Rectangulares,Montura completa,verde,M,55.0,17.0,136.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40441176470588236,935.0,0.20320855614973263,127.0,1,0,0,0,170.0,133.9,4.90453376321371
0OX5118 511804 53,Oakley,Hombre,Titanio,Rectangulares,Montura al aire,azul,S,53.0,18.0,139.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.381294964028777,954.0,0.19916142557651992,124.0,0,0,0,0,170.0,154.9,5.049214776063731
OX3217 321701 55,Oakley,Hombre,Metal,Rectangulares,Montura completa,negro,S,55.0,17.0,136.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.40441176470588236,935.0,0.20320855614973263,127.0,1,0,1,0,170.0,129.9,4.874433672915854
Oakley Rafter OX8178 817803,Oakley,Hombre,Pasta,Rectangulares,Montura completa,transparente,M,55.0,17.0,140.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.39285714285714285,935.0,0.1925133689839572,127.0,1,0,0,0,170.0,99.99,4.6150215020384655
0OY8031 803105 50,Oakley,Niños,Pasta,Rectangulares,Montura completa,negro,XS,50.0,14.0,127.0,110.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3937007874015748,700.0,0.15714285714285714,114.0,1,0,1,0,170.0,47.84,3.888549649242504
0OX8060 806001 59,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,59.0,16.0,138.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.427536231884058,944.0,0.20127118644067796,134.0,1,0,1,0,170.0,89.99,4.5107496103686
Oakley Youth RX Field Marsh OY8031 803103,Oakley,Niños,Pasta,Rectangulares,Montura completa,gris,M,55.0,17.0,140.0,110.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.39285714285714285,935.0,0.11764705882352941,127.0,1,0,0,0,170.0,47.84,3.888549649242504
0OX8032 803203 57,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,57.0,17.0,141.0,195.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40425531914893614,969.0,0.20123839009287925,131.0,1,0,1,0,170.0,99.9,4.6141299273595635
0OX8032 803210 57,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,57.0,17.0,141.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40425531914893614,969.0,0.18575851393188855,131.0,1,0,1,0,170.0,101.9,4.633757642840004
0OX8081 808101 51,Oakley,Unisex,Pasta,Rectangulares,Montura completa,negro,S,51.0,18.0,139.0,170.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3669064748201439,918.0,0.18518518518518517,120.0,1,1,1,0,170.0,99.9,4.6141299273595635
Oakley Youth RX Field Marsh OY8031 803104,Oakley,Niños,Pasta,Rectangulares,Montura completa,azul,M,55.0,17.0,140.0,115.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.39285714285714285,935.0,0.12299465240641712,127.0,1,0,0,0,170.0,47.84,3.888549649242504
Frogskins 0OY8009 09 46,Oakley,Niños,Pasta,Cuadradas,Montura completa,negro,XXS,46.0,15.0,124.0,100.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3709677419354839,690.0,0.14492753623188406,107.0,1,0,1,0,170.0,37.81,3.658677945380815
OX8139 813905 50,Oakley,Hombre,Pasta,Redondas,Montura completa,transparente,S,50.0,21.0,140.0,200.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.35714285714285715,1050.0,0.19047619047619047,121.0,1,0,0,0,170.0,132.9,4.897093252697127
0OX5148 514804 54,Oakley,Hombre,Metal,Rectangulares,Media montura,azul,S,54.0,18.0,136.0,150.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39705882352941174,972.0,0.15432098765432098,126.0,0,0,0,0,170.0,93.03,4.543613880288985
0OX8177 817701 56,Oakley,Hombre,Pasta,Cuadradas,Montura completa,negro,M,56.0,16.0,140.0,190.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4,896.0,0.21205357142857142,128.0,1,0,1,0,170.0,110.9,4.71760561531788
0OY8031 803102 50,Oakley,Niños,Pasta,Rectangulares,Montura completa,gris,XS,50.0,14.0,127.0,110.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3937007874015748,700.0,0.15714285714285714,114.0,1,0,0,0,170.0,47.84,3.888549649242504
0OX5152 515201 56,Oakley,Hombre,Titanio,Rectangulares,Media montura,negro,M,56.0,19.0,140.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.4,1064.0,0.16917293233082706,131.0,0,0,1,0,170.0,189.9,5.251749730731702
0OX8164 816402 57,Oakley,Hombre,Pasta,Rectangulares,Montura completa,transparente,M,57.0,17.0,141.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40425531914893614,969.0,0.18575851393188855,131.0,1,0,0,0,170.0,99.9,4.6141299273595635
0OX8175 817509 52,Oakley,Mujer,Pasta,Rectangulares,Montura completa,azul,S,52.0,17.0,139.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.37410071942446044,884.0,0.20927601809954752,121.0,1,0,0,0,170.0,124.9,4.835487941050301
0OX8091 809101 53,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,53.0,17.0,144.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3680555555555556,901.0,0.20532741398446172,123.0,1,0,1,0,170.0,113.9,4.74406218485471
0OX5119 511901 54,Oakley,Hombre,Titanio,Rectangulares,Media montura,negro,M,54.0,17.0,139.0,175.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.38848920863309355,918.0,0.1906318082788671,125.0,0,0,1,0,170.0,159.9,5.080783053998338
0OX5126 512601 54,Oakley,Hombre,Titanio,Rectangulares,Montura al aire,negro,S,54.0,18.0,137.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,titanio,alta,ligero,0.39416058394160586,972.0,0.18518518518518517,126.0,0,0,1,0,170.0,154.9,5.049214776063731
0OX8156 815602 56,Oakley,Hombre,Pasta,Cuadradas,Montura completa,marron,M,56.0,18.0,137.0,184.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.40875912408759124,1008.0,0.18253968253968253,130.0,1,0,1,0,170.0,99.9,4.6141299273595635
0OX8178 817801 57,Oakley,Hombre,Pasta,Rectangulares,Montura completa,negro,M,57.0,18.0,142.0,180.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.4014084507042254,1026.0,0.17543859649122806,132.0,1,0,1,0,170.0,99.99,4.6150215020384655
Oakley Wingback SQ OX5148 514801,Oakley,Hombre,Metal,Rectangulares,Media montura,negro,M,55.0,17.0,140.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.39285714285714285,935.0,0.19786096256684493,127.0,0,0,1,0,170.0,169.9,5.141078590121546
0OX5019 501901 56,Oakley,Hombre,Metal,Rectangulares,Montura completa,negro,M,56.0,17.0,140.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,metal,media_alta,medio,0.4,952.0,0.19432773109243698,129.0,1,0,1,0,170.0,169.9,5.141078590121546
0OX8176 817602 51,Oakley,Mujer,Pasta,Redondas,Montura completa,marron,S,51.0,20.0,139.0,185.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3669064748201439,1020.0,0.18137254901960784,122.0,1,0,1,0,170.0,124.9,4.835487941050301
0OY8007 800710 46,Oakley,Niños,Pasta,Rectangulares,Montura completa,gris,XS,46.0,14.0,118.0,110.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.3898305084745763,644.0,0.17080745341614906,106.0,1,0,0,0,170.0,86.99,4.477223171657469
0OY8007 800703 50,Oakley,Niños,Pasta,Rectangulares,Montura completa,negro,S,50.0,15.0,128.0,115.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.390625,750.0,0.15333333333333332,115.0,1,0,1,0,170.0,85.99,4.46579316951945
0PO2494V 1078 55,Persol,Hombre,Metal,Cuadradas,Montura completa,negro,M,55.0,18.0,140.0,260.0,premium,moda_premium,Italia,120.0,260.0,metal,media_alta,medio,0.39285714285714285,990.0,0.26262626262626265,128.0,1,0,1,0,190.0,153.9,5.042779747422823
0PO3353V 24 51,Persol,Unisex,Acetato,Redondas,Montura completa,marron,M,51.0,20.0,145.0,195.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.35172413793103446,1020.0,0.19117647058823528,122.0,1,1,1,0,190.0,149.9,5.016617365773803
0PO3329V 24 52,Persol,Unisex,Acetato,Cuadradas,Montura completa,marron,S,52.0,18.0,145.0,255.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3586206896551724,936.0,0.2724358974358974,122.0,1,1,1,0,190.0,219.9,5.397710110426072
0PO3390V 1230 52,Persol,Unisex,Acetato,Rectangulares,Montura completa,marron,M,52.0,21.0,145.0,260.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3586206896551724,1092.0,0.23809523809523808,125.0,1,1,1,0,190.0,175.9,5.17558460116574
PP10 32 17 45,Paw Patrol,Niños,Metal,Redondas,Montura completa,azul,XS,45.0,17.0,125.0,60.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,metal,media_alta,medio,0.36,765.0,0.0784313725490196,107.0,1,0,0,0,80.0,40.87,3.734569580031052
0OV5542U 1005 51,Oliver Peoples,Mujer,Acetato,Cuadradas,Montura completa,negro,M,51.0,18.0,145.0,235.0,premium,moda_premium,Estados Unidos,180.0,320.0,acetato,media,ligero,0.35172413793103446,918.0,0.2559912854030501,120.0,1,0,1,0,250.0,299.9,5.706777983635999
0PO3286V 1226 51,Persol,Hombre,Acetato,Redondas,Montura completa,verde,S,51.0,19.0,140.0,260.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36428571428571427,969.0,0.26831785345717235,121.0,1,0,0,0,190.0,164.9,5.111385197196399
0PO3377V 24 52,Persol,Unisex,Acetato,Redondas,Montura completa,marron,M,52.0,20.0,145.0,270.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3586206896551724,1040.0,0.25961538461538464,124.0,1,1,1,0,190.0,103.43,4.648516990491458
0PO3339V 1197 56,Persol,Unisex,Acetato,Rectangulares,Montura completa,azul,M,56.0,20.0,145.0,250.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.38620689655172413,1120.0,0.22321428571428573,132.0,1,1,0,0,190.0,149.9,5.016617365773803
0PO3389V 1227 53,Persol,Unisex,Acetato,Cuadradas,Montura completa,azul,L,53.0,21.0,145.0,275.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,1113.0,0.24707996406109614,127.0,1,1,0,0,190.0,209.9,5.351384087484729
0OV5488U 1547 52,Oliver Peoples,Mujer,Pasta,Cuadradas,Montura completa,verde,M,52.0,17.0,145.0,175.0,premium,moda_premium,Estados Unidos,180.0,320.0,acetato,media,ligero,0.3586206896551724,884.0,0.19796380090497737,121.0,1,0,0,0,250.0,125.34,4.838976685470555
0PO3390V 1232 52,Persol,Unisex,Acetato,Rectangulares,Montura completa,marron,M,52.0,21.0,145.0,260.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3586206896551724,1092.0,0.23809523809523808,125.0,1,1,1,0,190.0,169.9,5.141078590121546
PP03 10 16 45,Paw Patrol,Niños,Pasta,Cuadradas,Montura completa,rojo,XS,45.0,16.0,120.0,55.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.375,720.0,0.0763888888888889,106.0,1,0,0,0,80.0,72.99,4.303929948937459
PP07 21 17 44,Paw Patrol,Niños,Metal,Rectangulares,Montura completa,verde,XS,44.0,17.0,125.0,55.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,metal,media_alta,medio,0.352,748.0,0.07352941176470588,105.0,1,0,0,0,80.0,40.87,3.734569580031052
0PO3359V 1103 53,Persol,Unisex,Acetato,Cuadradas,Montura completa,gris,M,53.0,19.0,145.0,265.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,1007.0,0.2631578947368421,125.0,1,1,0,0,190.0,169.9,5.141078590121546
0PO3359V 24 53,Persol,Unisex,Acetato,Cuadradas,Montura completa,marron,M,53.0,19.0,145.0,265.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,1007.0,0.2631578947368421,125.0,1,1,1,0,190.0,175.9,5.17558460116574
0PO3329V 95 54,Persol,Unisex,Acetato,Cuadradas,Montura completa,negro,M,54.0,18.0,145.0,255.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3724137931034483,972.0,0.2623456790123457,126.0,1,1,1,0,190.0,209.9,5.351384087484729
Persol Pier 0PO3387V 1238,Persol,Unisex,Acetato,Redondas,Montura completa,gris,M,53.0,20.0,145.0,255.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,1060.0,0.24056603773584906,126.0,1,1,0,0,190.0,183.9,5.219815138393079
0PO3382V 95 54,Persol,Unisex,Acetato,Rectangulares,Montura completa,negro,M,54.0,19.0,145.0,260.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3724137931034483,1026.0,0.253411306042885,127.0,1,1,1,0,190.0,175.9,5.17558460116574
0PO3007V 1208 52,Persol,Hombre,Acetato,Cuadradas,Montura completa,marron,M,52.0,19.0,145.0,260.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3586206896551724,988.0,0.2631578947368421,123.0,1,0,1,0,190.0,159.9,5.080783053998338
0PO1014VJ 1125 52,Persol,Unisex,Metal,Cuadradas,Montura completa,negro,M,52.0,20.0,145.0,265.0,premium,moda_premium,Italia,120.0,260.0,metal,media_alta,medio,0.3586206896551724,1040.0,0.2548076923076923,124.0,1,1,1,0,190.0,153.9,5.042779747422823
0PO3377V 1160 52,Persol,Unisex,Acetato,Redondas,Montura completa,marron,M,52.0,20.0,145.0,270.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3586206896551724,1040.0,0.25961538461538464,124.0,1,1,1,0,190.0,149.9,5.016617365773803
PLD 2131/CS 003 M9 55,Polaroid,Unisex,Eco-friendly,Rectangulares,Montura completa,negro,M,55.0,16.0,140.0,110.0,gama_media,marca_blanca_OEM,Estados Unidos,50.0,120.0,otro,gama_media,medio,0.39285714285714285,880.0,0.125,126.0,1,1,1,1,85.0,103.9,4.653007515402251
PLD D834 1ED 15 46,Polaroid,Niños,Eco-friendly,Rectangulares,Montura completa,verde,XS,46.0,15.0,125.0,40.0,gama_media,marca_blanca_OEM,Estados Unidos,50.0,120.0,otro,gama_media,medio,0.368,690.0,0.057971014492753624,107.0,1,0,0,1,85.0,36.84,3.6333667441836774
PLD 2132/CS N9P UC 49,Polaroid,Unisex,Eco-friendly,Redondas,Montura completa,marron,S,49.0,19.0,140.0,105.0,gama_media,marca_blanca_OEM,Estados Unidos,50.0,120.0,otro,gama_media,medio,0.35,931.0,0.11278195488721804,117.0,1,1,1,1,85.0,103.9,4.653007515402251
Persol Pier 0PO3387V 1237,Persol,Unisex,Acetato,Redondas,Montura completa,negro,M,53.0,20.0,145.0,255.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,1060.0,0.24056603773584906,126.0,1,1,1,0,190.0,189.9,5.251749730731702
0OY8012 801206 48,Oakley,Niños,Pasta,Rectangulares,Montura completa,verde,XS,48.0,14.0,129.0,100.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.37209302325581395,672.0,0.1488095238095238,110.0,1,0,0,0,170.0,43.88,3.803992261214441
Persol Greta 0PO3329V 1237,Persol,Unisex,Acetato,Cuadradas,Montura completa,verde,M,53.0,20.0,145.0,265.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.36551724137931035,1060.0,0.25,126.0,1,1,0,0,190.0,179.9,5.19794439240125
0PO3389V 1229 51,Persol,Unisex,Acetato,Cuadradas,Montura completa,gris,M,51.0,21.0,145.0,270.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.35172413793103446,1071.0,0.25210084033613445,123.0,1,1,0,0,190.0,209.9,5.351384087484729
P.C. 8508 8CQ 16 55,Pierre Cardin,Mujer,Metal/Pasta,Cuadradas,Montura completa,rojo,M,55.0,16.0,140.0,145.0,gama_media,moda_premium,Francia,70.0,150.0,mezcla,media,medio,0.39285714285714285,880.0,0.16477272727272727,126.0,1,0,0,0,110.0,63.74,4.170379248498098
PP02 06 15 44,Paw Patrol,Niños,Pasta,Rectangulares,Montura completa,azul,XS,44.0,15.0,120.0,55.0,licencia_infantil,infantil_licencia,Estados Unidos,40.0,120.0,acetato,media,ligero,0.36666666666666664,660.0,0.08333333333333333,103.0,1,0,0,0,80.0,72.99,4.303929948937459
0PO3218V 24 51,Persol,Unisex,Pasta,Redondas,Montura completa,marron,M,51.0,21.0,145.0,100.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.35172413793103446,1071.0,0.09337068160597572,123.0,1,1,1,0,190.0,169.9,5.141078590121546
0PO3389V 24 51,Persol,Unisex,Acetato,Cuadradas,Montura completa,marron,M,51.0,21.0,145.0,270.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.35172413793103446,1071.0,0.25210084033613445,123.0,1,1,1,0,190.0,229.9,5.44198471636045
0OV5488U 1007 52,Oliver Peoples,Mujer,Pasta,Cuadradas,Montura completa,marron,M,52.0,17.0,145.0,175.0,premium,moda_premium,Estados Unidos,180.0,320.0,acetato,media,ligero,0.3586206896551724,884.0,0.19796380090497737,121.0,1,0,1,0,250.0,299.9,5.706777983635999
Youth RX 0OY8017 04 46,Oakley,Niños,Pasta,Redondas,Montura completa,azul,XS,46.0,16.0,128.0,100.0,gama_media,deportiva,Estados Unidos,100.0,240.0,acetato,media,ligero,0.359375,736.0,0.1358695652173913,108.0,1,0,0,0,170.0,38.43,3.674526947889536
0PO3298V 1103 54,Persol,Hombre,Acetato,Rectangulares,Montura completa,gris,M,54.0,16.0,145.0,260.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3724137931034483,864.0,0.30092592592592593,124.0,1,0,0,0,190.0,149.9,5.016617365773803
0PO3368V 1222 56,Persol,Unisex,Acetato,Rectangulares,Montura completa,marron,M,56.0,18.0,145.0,255.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.38620689655172413,1008.0,0.25297619047619047,130.0,1,1,1,0,190.0,103.43,4.648516990491458
OV5557U 7003 51,Oliver Peoples,Unisex,Pasta,Redondas,Montura completa,azul,M,51.0,19.0,145.0,245.0,premium,moda_premium,Estados Unidos,180.0,320.0,acetato,media,ligero,0.35172413793103446,969.0,0.2528379772961816,121.0,1,1,0,0,250.0,161.14,5.088460159559561
0PO3007VM 1196 50,Persol,Hombre,Acetato,Cuadradas,Montura completa,gris,S,50.0,19.0,145.0,250.0,premium,moda_premium,Italia,120.0,260.0,acetato,media,ligero,0.3448275862068966,950.0,0.2631578947368421,119.0,1,0,0,0,190.0,169.9,5.141078590121546
